Season,Year,City,Sport,Discipline,Athlete,Gender,Event,Medal,Country,Population
summer,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,100M,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"MOLONEY, Frederick",Men,110M Hurdles,Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,110M Hurdles,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"MCLEAN, John",Men,110M Hurdles,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"BRAY, John",Men,1500M,Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"BENNETT, Charles",Men,1500M,Gold,United Kingdom,65138232.0
summer,1900,Paris,Athletics,Athletics,"DELOGE, Henri",Men,1500M,Silver,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",Men,200M,Bronze,Australia,23781169.0
summer,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,200M,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"PRITCHARD, Norman",Men,200M,Silver,India,1311050527.0
summer,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,200M Hurdles,Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,200M Hurdles,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"PRITCHARD, Norman",Men,200M Hurdles,Silver,India,1311050527.0
summer,1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",Men,3000M Steeplechase,Bronze,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"ORTON, George",Men,3000M Steeplechase,Gold,Canada,35851774.0
summer,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",Men,3000M Steeplechase,Silver,United Kingdom,65138232.0
summer,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",Men,4000M Steeplechase,Bronze,United Kingdom,65138232.0
summer,1900,Paris,Athletics,Athletics,"RIMMER, John",Men,4000M Steeplechase,Gold,United Kingdom,65138232.0
summer,1900,Paris,Athletics,Athletics,"BENNETT, Charles",Men,4000M Steeplechase,Silver,United Kingdom,65138232.0
summer,1900,Paris,Athletics,Athletics,"SCHULTZ, Ernst",Men,400M,Bronze,Denmark,5676002.0
summer,1900,Paris,Athletics,Athletics,"LONG, Maxwell W.Maxey",Men,400M,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"HOLLAND, William",Men,400M,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"ORTON, George",Men,400M Hurdles,Bronze,Canada,35851774.0
summer,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,400M Hurdles,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"TAUZIN, Henri",Men,400M Hurdles,Silver,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"BENNETT, Charles",Men,5000M Team,Gold,,
summer,1900,Paris,Athletics,Athletics,"RIMMER, John",Men,5000M Team,Gold,,
summer,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",Men,5000M Team,Gold,,
summer,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",Men,5000M Team,Gold,,
summer,1900,Paris,Athletics,Athletics,"TYSOE, Alfred",Men,5000M Team,Gold,,
summer,1900,Paris,Athletics,Athletics,"CASTANET, André",Men,5000M Team,Silver,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"CHAMPOUDRY, Michel",Men,5000M Team,Silver,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",Men,5000M Team,Silver,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"DELOGE, Henri",Men,5000M Team,Silver,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"RAGUENEAU, Gaston",Men,5000M Team,Silver,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",Men,60M,Bronze,Australia,23781169.0
summer,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,60M,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",Men,60M,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"HALL, David",Men,800M,Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"TYSOE, Alfred",Men,800M,Gold,United Kingdom,65138232.0
summer,1900,Paris,Athletics,Athletics,"CREGAN, John",Men,800M,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"SHELDON, Richard",Men,Discus Throw,Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"BAUER, Rudolf",Men,Discus Throw,Gold,Hungary,9844686.0
summer,1900,Paris,Athletics,Athletics,"JANDA, Frantisek",Men,Discus Throw,Silver,,
summer,1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",Men,Hammer Throw,Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"FLANAGAN, John Jesus",Men,Hammer Throw,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"HARE, Thomas Truxton",Men,Hammer Throw,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"GÖNCZY, Lajos",Men,High Jump,Bronze,Hungary,9844686.0
summer,1900,Paris,Athletics,Athletics,"BAXTER, Irving",Men,High Jump,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",Men,High Jump,Silver,United Kingdom,65138232.0
summer,1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",Men,"High Jump, Standing",Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"EWRY, Ray",Men,"High Jump, Standing",Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"BAXTER, Irving",Men,"High Jump, Standing",Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",Men,Long Jump,Bronze,United Kingdom,65138232.0
summer,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",Men,Long Jump,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",Men,Long Jump,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"TORCHEBOEUF, Emile",Men,"Long Jump, Standing",Bronze,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"EWRY, Ray",Men,"Long Jump, Standing",Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"BAXTER, Irving",Men,"Long Jump, Standing",Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"FAST, Ernst",Men,Marathon,Bronze,Sweden,9798871.0
summer,1900,Paris,Athletics,Athletics,"THEATO, Michel",Men,Marathon,Gold,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"CHAMPION, Emile",Men,Marathon,Silver,France,66808385.0
summer,1900,Paris,Athletics,Athletics,"ANDERSEN, Carl Albert",Men,Pole Vault,Bronze,Norway,5195921.0
summer,1900,Paris,Athletics,Athletics,"BAXTER, Irving",Men,Pole Vault,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"COLKETT, Meredith Bright",Men,Pole Vault,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"GARRETT, Robert",Men,Shot Put,Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"SHELDON, Richard",Men,Shot Put,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",Men,Shot Put,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",Men,Triple Jump,Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",Men,Triple Jump,Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"CONNOLLY, James",Men,Triple Jump,Silver,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"GARRETT, Robert",Men,"Triple Jump, Standing",Bronze,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"EWRY, Ray",Men,"Triple Jump, Standing",Gold,United States,321418820.0
summer,1900,Paris,Athletics,Athletics,"BAXTER, Irving",Men,"Triple Jump, Standing",Silver,United States,321418820.0
summer,1900,Paris,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",Men,Cesta Punta,Gold,Spain,46418269.0
summer,1900,Paris,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",Men,Cesta Punta,Gold,Spain,46418269.0
summer,1900,Paris,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",Men,Cesta Punta,Silver,France,66808385.0
summer,1900,Paris,Basque Pelota,Basque Pelota,ETCHEGARAY,Men,Cesta Punta,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"BEACHCROFT, Charles",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"BIRKETT, Arthur Ernest",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"BOWERMAN, Alfred James",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"BUCKLEY, George John",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"BURCHELL, Francis Romulus",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"CHRISTIAN, Frederick William",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"CORNER, Harry Richard",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"CUMING, Frederick Wlliam",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"DONNE, William Stephen",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"POWLESLAND, Alfred James",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"SYMES, John",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"TOLLER, Montagu Henry",Men,Cricket,Gold,United Kingdom,65138232.0
summer,1900,Paris,Cricket,Cricket,"ANDERSON, W.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"ATTRILL, W.T.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"BRAID, J.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"BROWNING, W.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"HORNE, R.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"JORDAN, T.H.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"MCEVOY, A.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"ROBINSON, D.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"ROQUES, F.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"SCHNEIDAU, A.J.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"TERRY, Henry John",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Cricket,Cricket,"TOMALIN, P.H.",Men,Cricket,Silver,France,66808385.0
summer,1900,Paris,Croquet,Croquet,AUMOITTE,Men,Double,Gold,France,66808385.0
summer,1900,Paris,Croquet,Croquet,JOHIN,Men,Double,Gold,France,66808385.0
summer,1900,Paris,Croquet,Croquet,WAYDELICH,Men,Individual 1 Ball,Bronze,France,66808385.0
summer,1900,Paris,Croquet,Croquet,AUMOITTE,Men,Individual 1 Ball,Gold,France,66808385.0
summer,1900,Paris,Croquet,Croquet,JOHIN,Men,Individual 1 Ball,Silver,France,66808385.0
summer,1900,Paris,Croquet,Croquet,SAUTREAU,Men,Individual 2 Balls,Bronze,France,66808385.0
summer,1900,Paris,Croquet,Croquet,WAYDELICH,Men,Individual 2 Balls,Gold,France,66808385.0
summer,1900,Paris,Croquet,Croquet,VIGNEROT,Men,Individual 2 Balls,Silver,France,66808385.0
summer,1900,Paris,Cycling,Cycling Track,"DAUMAIN, .....",Men,25 Kilometres,Bronze,France,66808385.0
summer,1900,Paris,Cycling,Cycling Track,"BASTIEN, Louis",Men,25 Kilometres,Gold,France,66808385.0
summer,1900,Paris,Cycling,Cycling Track,"HILDEBRAND, Louis",Men,25 Kilometres,Silver,France,66808385.0
summer,1900,Paris,Cycling,Cycling Track,"LAKE, John Henry",Men,Sprint Indivual,Bronze,United States,321418820.0
summer,1900,Paris,Cycling,Cycling Track,"TAILLANDIER, Georges",Men,Sprint Indivual,Gold,France,66808385.0
summer,1900,Paris,Cycling,Cycling Track,"SANZ, Fernand",Men,Sprint Indivual,Silver,France,66808385.0
summer,1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",Men,High Jump,Bronze,Belgium,11285721.0
summer,1900,Paris,Equestrian,Jumping,"GARDERES, Dominique Maximien",Men,High Jump,Gold,France,66808385.0
summer,1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",Men,High Jump,Gold,Italy,60802085.0
summer,1900,Paris,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",Men,Individual,Bronze,France,66808385.0
summer,1900,Paris,Equestrian,Jumping,"HAEGEMAN, Aimé",Men,Individual,Gold,Belgium,11285721.0
summer,1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",Men,Individual,Silver,Belgium,11285721.0
summer,1900,Paris,Equestrian,Jumping,DE BELLEGARDE,Men,Long Jump Individual,Bronze,France,66808385.0
summer,1900,Paris,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",Men,Long Jump Individual,Gold,Belgium,11285721.0
summer,1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",Men,Long Jump Individual,Silver,Italy,60802085.0
summer,1900,Paris,Fencing,Fencing,"SEE, Léon",Men,Épée Individual,Bronze,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"FONST, Ramon",Men,Épée Individual,Gold,Cuba,11389562.0
summer,1900,Paris,Fencing,Fencing,"PERREE, Louis",Men,Épée Individual,Silver,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"SEE, Léon",Men,"Épée, Amateurs And Masters",Bronze,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"AYAT, Albert",Men,"Épée, Amateurs And Masters",Gold,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"FONST, Ramon",Men,"Épée, Amateurs And Masters",Silver,Cuba,11389562.0
summer,1900,Paris,Fencing,Fencing,"LAURENT, Henri",Men,"Épée, Masters",Bronze,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"AYAT, Albert",Men,"Épée, Masters",Gold,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"BOUGNOL, Emile",Men,"Épée, Masters",Silver,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"BOULENGER, Marcel Jacques",Men,Foil Individual,Bronze,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"COSTE, Emile",Men,Foil Individual,Gold,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"MASSON, Henri",Men,Foil Individual,Silver,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",Men,"Foil, Masters",Bronze,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"MERIGNAC, Lucien",Men,"Foil, Masters",Gold,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"KIRCHHOFFER, Alphonse",Men,"Foil, Masters",Silver,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"FLESCH, Siegfried",Men,Sabre Individual,Bronze,Austria,8611088.0
summer,1900,Paris,Fencing,Fencing,"DE LA FALAISE, Georges",Men,Sabre Individual,Gold,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"THIEBAUT, Léon",Men,Sabre Individual,Silver,France,66808385.0
summer,1900,Paris,Fencing,Fencing,"NERALIC, Milan",Men,"Sabre, Masters",Bronze,Austria,8611088.0
summer,1900,Paris,Fencing,Fencing,"CONTE, Antonio",Men,"Sabre, Masters",Gold,Italy,60802085.0
summer,1900,Paris,Fencing,Fencing,"SANTELLI, Italo",Men,"Sabre, Masters",Silver,Italy,60802085.0
summer,1900,Paris,Football,Football,"DELBECQUE, Albert",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"KELECOM, R.",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"LEBOUTTE, Marcel",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,LONDOT,Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"MOREAU, Ernest",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"NEEFS, E.",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"PELGRIMS, Georges",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"RENIER, Alphonse",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"SPANNOGHE, E.",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"THORNTON, Erich",Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,VAN HEUCKELUM,Men,Football,Bronze,Belgium,11285721.0
summer,1900,Paris,Football,Football,"BUCKENHAM, Claude Percy",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"BURRIDGE, T.E.",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"CHALK, Alfred Ernest",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"GROSLING, William Sullivan",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"HASLAM, A.",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"JONES, J.H.",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"NICHOLAS, J.",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"QUASH, William Francis",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"SPACKMAN, F.G.",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"TURNER, R.R.",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"ZEALLEY, James Edward",Men,Football,Gold,United Kingdom,65138232.0
summer,1900,Paris,Football,Football,"ALLEMANE, Pierre",Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,BACH,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,"BLOCH, Jean",Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,"CANELLE, Fernand",Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,DUPARC,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,FRAYSSE,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,GAILLARD,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,"GARNIER, René",Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,GRANDJEAN,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,HUTEAU,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,LAMBERT,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,MACAIRE,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Football,Football,PELTIER,Men,Football,Silver,France,66808385.0
summer,1900,Paris,Golf,Golf,"ROBERTSON, David Donaldson",Men,Individual,Bronze,United Kingdom,65138232.0
summer,1900,Paris,Golf,Golf,"SANDS, Charles Edward",Men,Individual,Gold,United States,321418820.0
summer,1900,Paris,Golf,Golf,"RUTHERFORD, Walter",Men,Individual,Silver,United Kingdom,65138232.0
summer,1900,Paris,Golf,Golf,"PRATT, Daria",Women,Individual,Bronze,United States,321418820.0
summer,1900,Paris,Golf,Golf,"ABBOTT, Margaret Ives",Women,Individual,Gold,United States,321418820.0
summer,1900,Paris,Golf,Golf,"WHITTIER, Pauline",Women,Individual,Silver,United States,321418820.0
summer,1900,Paris,Gymnastics,Artistic G.,"DEMANET, Lucien",Men,Individual All-Round,Bronze,France,66808385.0
summer,1900,Paris,Gymnastics,Artistic G.,"SANDRAS, Gustave",Men,Individual All-Round,Gold,France,66808385.0
summer,1900,Paris,Gymnastics,Artistic G.,"BAS, Noël",Men,Individual All-Round,Silver,France,66808385.0
summer,1900,Paris,Polo,Polo,"BOUSSOD, Jean",Men,Polo,Bronze,,
summer,1900,Paris,Polo,Polo,"DUC DE BISACCIA, Louis",Men,Polo,Bronze,,
summer,1900,Paris,Polo,Polo,"FAUQUET LEMAITRE, A.",Men,Polo,Bronze,,
summer,1900,Paris,Polo,Polo,"RAOUL-DUVAL, Maurice",Men,Polo,Bronze,,
summer,1900,Paris,Polo,Polo,"DALY, Dennis",Men,Polo,Gold,,
summer,1900,Paris,Polo,Polo,"KEENE, Foxhall Parker",Men,Polo,Gold,,
summer,1900,Paris,Polo,Polo,"MACKEY, Frank Jay",Men,Polo,Gold,,
summer,1900,Paris,Polo,Polo,"RAWLINSON, Alfred",Men,Polo,Gold,,
summer,1900,Paris,Polo,Polo,"BUCKMASTER, Walter Selby",Men,Polo,Silver,,
summer,1900,Paris,Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",Men,Polo,Silver,,
summer,1900,Paris,Polo,Polo,"FREAKE, Frederick Maitland",Men,Polo,Silver,,
summer,1900,Paris,Polo,Polo,"MCCREERY, Walter Adolph",Men,Polo,Silver,,
summer,1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"KLEIN, Roelof",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"MIDDELBERG, Walter",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"THIJSSEN, Walter",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"TROMP, Henricus",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",Men,Eight With Coxswain (8+),Bronze,Netherlands,16936520.0
summer,1900,Paris,Rowing,Rowing,"ABELL, Louis",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1900,Paris,Rowing,Rowing,"CARR, William",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
summer,1900,Paris,Rowing,Rowing,"DEBAECKE, Harry",Men,Eight With Coxswain (8+),Gold,United States,321418820.0
